question,answer,A,B,C,D
Ms. Sara Creech began studying the history of black dolls and the message that was sent to the children by these types of dolls. What information did she gather to justify issuing a patent for the Sara Lee doll?,All of these,Research from sociologist Kenneth Clark whose findings helped lead to the landmark decision to integrate schools,Results from tests conducted with dolls and children. Black children said that black dolls were dirty and white dolls were pretty and black dolls were bad and white dolls were good.,Research which showed that racial prejudices were transmitted through toys and games,All of these
"Ms. Sara Lee Creech was seeking support for the creation of the Sara Lee doll and was invited to a reception where she met Zora Neale Hurston, the author of Their Eyes Were Watching God. Who was this reception being held for?",Eleanor Roosevelt,"The sculptress, Sheila Burlingame",Sara Lee Creech,Eleanor Roosevelt,The Inter-racial Council of New York
A friendship bloomed between Ms. Sara Creech and author Nora Hurston. Ms. Hurston came to Belle Glades to help with the creation of the Sara Lee doll. She was invited to stay at Ms. Creechs house but declined. Why?,Ms. Creech was white and Ms. Hurston was black. Ms. Hurston didnt want her friend to face repercussions for letting a black woman stay at her house and treating her as an equal.,She was afraid of the part of town Ms. Creech lived in.,Ms. Creech was white and Ms. Hurston was black. Ms. Hurston didnt want her friend to face repercussions for letting a black woman stay at her house and treating her as an equal.,,Ms. Creechs house was in bad condition.
"Ms. Sara Lee Creech had difficulty in finding a manufacturer for her doll, so she asked author-anthropologist Zora Neale Hurston for her help. Ms. Hurston contacted some very influential friends to solicit letters of support. Which person on the list was not contacted?",Martin Luther King III,The President of Atlanta University,The President of Morehouse College,Martin Luther King III,The Director of the Department of United Nations
What store contacted Mrs. Sara Lee Creech in 1950 and invited her to a meeting?,Sears  Roebucks,Montgomery Ward,Sears  Roebucks,FAO Schwarz,Macys
"The Sears manager contacted Ideal Toy Company in relation to Sara Lee Creechs idea of creating a black doll. Although the president of Ideal, Mr Clark was ready to start the production, the board wasnt sure but agreed to a meeting with Ms. Creech. What happened before their meeting?",Both of these,Newsweek and Life ran lead stories about the doll and all the support people had for it.,First Lady Eleanor Roosevelt invited major black and white leaders to consult about the appropriate skin color of the doll.,Neither of these,Both of these
Ideal Toy Company started manufacturing the Sara Lee doll to get it on store shelves in time for what season?,Christmas 1952,Easter 1952,Fourth of July 1952,Thanksgiving 1952,Christmas 1952
"The 17-18 doll, Sara Lee, was dressed in a yellow lacy dress with a bonnet on her head. She had molded and painted hair and looked just like a beautiful African-American infant.",True,False,True,,
Ms Sara Lee Creech received a crate of Sara Lee dolls before they went to the stores. What did she do with them?,"She took them to Lake Shore Elementary School, the school she had lobbied for with the Inter-racial Council.",She gave them to her family.,"She took them to Lake Shore Elementary School, the school she had lobbied for with the Inter-racial Council.",She gave them to the people who supported her while she was getting these dolls made and marketed.,She donated them to the day care center the Inter-racial Council had started.
"When the doll, Sara Lee, was put in the stores, what school board system ordered several hundred and made her the official doll of the state school board?",New York,New York,Tennessee,Florida,Georgia
What did Ms. Sara Lee Creech do when the Sara Lee doll failed?,All of these,All of these,She had to go back to Belle Glades and go on with her life there.,"She went back to her florist shop and continued the many friendships she had made with the supporters of the baby doll, Sara Lee.",She became deeply involved with the Inter-racial Council and began new projects and worked with the projects already in operation.
"The first dolls that could walk, talk, and open and close their eyes were made in this decade.",1900-1909,1900-1909,1910-1919,1930-1939,1870-1879
These dolls first appeared in 1909 and were most popular in the 1940s. They were given out at county fairs as prizes and very collectible today.,Kewpie Doll,Kewpie Doll,Shirley Temple Doll,Madame Alexander,Betty Boop
"Betty the Beautiful Bride, Sweet Rosemary, and Debbie Darlin were in a collection of dolls in the 1940s and were priced so they were more affordable than other dolls. What was this collection called?",Grocery Store Dolls,Cheap Dolls,Grocery Store Dolls,Dimestore Dolls,General Store Dolls
The first battery operated doll was made of tin in the 1950s and could do something that real babies can do. What could the doll do?,crawl,walk,cry,talk,crawl
This 11 to 20 tall rubber doll came out in the early 1950s. What was its name and what could it do after it drank its bottle and you squeezed its tummy?,Tiny Tears - cried little wet tears,Baby Alive - soiled her diaper,Tiny Tears - cried little wet tears,Baby Drink A Lot - burped,Betsy Wetsy - wet her pants
"This 12 doll, introduced by Ideal Toy Co. in 1956, was the first of the 50s glamour dolls. She was double marketed by Ideal and a trusted cosmetic company.",Miss Revlon,Little Lady Avon,Elizabeth Betsy Arden,Miss Revlon,Miss Mabelline
The secret of the cacao tree was discovered about 4000 years ago in the tropical forests of America.,False,False,True,,
Who were the first people known to have made chocolate?,Ancient cultures of Mexico and Central America,Ancient cultures of Africa,Ancient cultures of Mexico and Central America,Ancient cultures of the Middle East,Ancient cultures of India
What nationality were the people who first introduced chocolate to Europe?,Spanish,German,French,Spanish,English
The main ingredients of chocolate are cocoa solids and cocoa butter.,True,False,True,,
White chocolate is made from cocoa butter without cocoa solids.,True,False,True,,
Which statement is true about the process of creating chocolate?,All of these,Cocoa beans are left in heaps for several days to ferment.,Cocoa beans are cut from the tree with a machete.,All of these,Cocoa beans are spread in the open for 5-7 days to dry.
The tryptophan contained in chocolate contributes to the production of endorphins.,True,True,False,,
Which of these can be found in chocolate?,All of these,All of these,Phosphorus,Magnesium,Calcium
Which of these statements is true about chocolate?,All of these,Chocolate is a powerful aphrodisiac.,Chocolate helps toxemia during pregnancy.,Chocolate cures cough.,All of these
The natives of Central America produced chocolate beer.,True,True,False,,
What is the name of Harry Potters brilliant female best friend?,Hermione Granger,Hermione Granger,Ginny Weasley,Luna Lovegood,None of These
"What is the name of Harry Potters red-headed, best male friend?",Ron Weasley,Ron Weasley,Draco Malfoy,None of These,Blaise Zabini
What is the name of Harry Potters mean cousin?,Dudley Dursley,Dean Thomas,Dudley Dursley,None of These,Vernon Dursley
"It is mentioned several times throughout the series that Harry Potter looks like his ___, but has his ___s eyes. Fill in the blanks.","Dad, mom","Uncle, aunt",None of These,"Dad, mom","Mom, dad"
What are the names of Harry Potters school enemies?,"Draco Malfoy, Vincent Crabbe, and Gregory Goyle","Draco Malfoy, Vincent Crabbe, and Gregory Goyle",None of these,"Draco Malfoy, Gregory Goyle, and Cedric Diggory","Dudley Dursley, Seamus Finigan, and Vincent Crabbe"
What spell is used to conjure a patronous in the Harry Potter series?,Expecto Patronum,Lumos,Stupify,Expecto Patronum,None of these
Which of these is one of the three unforgivable curses in the Harry Potter series?,All of these,Crucio,Imperio,Avada Kedavra,All of these
Voldemorts real name is Tom Marvolo Riddle.,True,True,False,,
What is the name of Hogwarts half-giant groundskeeper?,Rubeus Hagrid,Argus Filch,Albus Dumbledore,Rubeus Hagrid,None of these
Has Harry Potter ever kissed Cho Chang?,Yes,Yes,No,,
How many children do Arthur and Molly Weasley have?,7,5,7,4,6
Which of the following is NOT a horcrux?,Godric Gryffindors sword,All of them are.,Rowena Ravenclaws diadem,Godric Gryffindors sword,Helga Hufflepuffs cup
"In Harry Potter and the Order of the Phoenix, what is the name of the group formed by Harry, Ron, and Hermione?",Dumbledores Army,None of These,The Order of the Phoenix,Potterheads,Dumbledores Army
"In Harry Potter and the Chamber of Secrets, Harry, Hermione, and Ron drink Polyjuice Potion, so they can sneak into the Slytherin common room and find out if Draco is the heir of Slytherin. Harry and Ron successfully turn into Crabbe and Goyle, but Hermione turns into what kind of animal by mistake?",Cat,None of These,Cat,Rabbit,Dragon
Who is the actor who portrays Ron in all of the Harry Potter films?,Rupert Grint,Rupert Grint,Daniel Radcliffe,None of These,Tom Felton
In this battle British general Montgomery ended the German/Italian threat to Egypt and the Suez Canal by a decisive victory in 1942 that proved to be the turning point of the war in North Africa.,El Alamein,Tobruk,El Alamein,Battler of the Frontiers,El Quatarra
What was the final battle of WWII in Europe which was primarily between the Germans and the Soviet forces and during which Hitler committed suicide?,Battle of Berlin,Battle of Berlin,Battle of Kiev,Battle of Konigsgrad,Battle of Dresden
"About five months after the Japanese attack on Pearl Harbor, carriers of the Japanese navy and the US navy fought in the South Pacific. It was the first time in history that opposing ships never sighted each other - only their aircraft crews saw their opponents. Though the US force took heavy losses, they were able to stop the Japanese invasion of Port Moresby in New Guinea. What was the name of the battle?",Coral Sea,Midway,Bismarck Archipelago,Coral Sea,Java Sea
"Also known as D-Day, this was the invasion of German-occupied northern France in 1944 by British, Canadian, US and other allied nations troops.",the Normandy Landings,Battle of France,Dieppe,Battle of the Nations,the Normandy Landings
"The Soviets successful defense of this city and destruction of a German army in heavy, bloody fighting in 1942-43 is often called the turning point of WWII.",Stalingrad,Stalingrad,Sevastopol,Leningrad,Kharkov
